origin,name,lon,lat,n,stranded_frac,t_strand_med_h,Z01,Z02,Z03,Z04,Z13,Z14,Z05,Z15,Z06,Z16,Z07,Z08,Z09,Z10,Z11,Z00,Z12,dominant,dominant_frac
C00133,C00133,26.3403,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00134,C00134,26.3518,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00135,C00135,26.3633,38.3856,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00136,C00136,26.3748,38.3856,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00137,C00137,26.3863,38.3856,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00138,C00138,26.3978,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00139,C00139,26.4094,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00140,C00140,26.4209,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00141,C00141,26.4324,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00142,C00142,26.4439,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.950,0.000,0.000,0.000,0.000,0.000,Z08,0.950
C00143,C00143,26.4554,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,Z08,0.700
C00144,C00144,26.4669,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,Z15,0.967
C00145,C00145,26.6281,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00146,C00146,26.6396,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00147,C00147,26.6511,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00148,C00148,26.6626,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00149,C00149,26.6741,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00150,C00150,26.7662,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00151,C00151,26.7777,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00152,C00152,26.7892,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00153,C00153,26.8008,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00154,C00154,26.8123,38.3856,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00155,C00155,26.8238,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00156,C00156,26.8353,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00157,C00157,26.8468,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00158,C00158,26.8583,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00159,C00159,26.8698,38.3856,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00160,C00160,26.8813,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00161,C00161,26.8928,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00162,C00162,26.9044,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00163,C00163,26.9159,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00164,C00164,26.9274,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00165,C00165,26.9389,38.3856,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00166,C00166,26.3058,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00167,C00167,26.3173,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00168,C00168,26.3288,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00169,C00169,26.3403,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00170,C00170,26.3518,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00171,C00171,26.3633,38.3946,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00172,C00172,26.3748,38.3946,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00173,C00173,26.3863,38.3946,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00174,C00174,26.3978,38.3946,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00175,C00175,26.4094,38.3946,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00176,C00176,26.4209,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00177,C00177,26.4324,38.3946,60,1.000,7.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00178,C00178,26.4439,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.983,0.000,0.000,0.000,0.000,0.000,Z08,0.983
C00179,C00179,26.4554,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.000,0.000,0.000,0.617,0.000,0.000,0.000,0.000,0.000,Z08,0.617
C00180,C00180,26.4669,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,Z15,0.900
C00181,C00181,26.6281,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00182,C00182,26.6396,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00183,C00183,26.6511,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00184,C00184,26.6626,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00185,C00185,26.6741,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00186,C00186,26.7547,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.700
C00187,C00187,26.7662,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00188,C00188,26.7777,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.967
C00189,C00189,26.7892,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.750
C00190,C00190,26.8008,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.017,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.983
C00191,C00191,26.8123,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00192,C00192,26.8238,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00193,C00193,26.8353,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00194,C00194,26.8468,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00195,C00195,26.8583,38.3946,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00196,C00196,26.8698,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00197,C00197,26.8813,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00198,C00198,26.8928,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00199,C00199,26.9044,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00200,C00200,26.9159,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00201,C00201,26.9274,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00202,C00202,26.9389,38.3946,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00203,C00203,26.9504,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00204,C00204,26.9619,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00205,C00205,26.9734,38.3946,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00206,C00206,26.3058,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00207,C00207,26.3173,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00208,C00208,26.3288,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00209,C00209,26.3403,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00210,C00210,26.3518,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00211,C00211,26.3633,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00212,C00212,26.3748,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00213,C00213,26.3863,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00214,C00214,26.3978,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00215,C00215,26.4094,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00216,C00216,26.4209,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00217,C00217,26.4324,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00218,C00218,26.4439,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.983,0.000,0.000,0.000,0.000,0.000,Z08,0.983
C00219,C00219,26.4554,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.000,0.000,0.000,0.617,0.000,0.000,0.000,0.000,0.000,Z08,0.617
C00220,C00220,26.4669,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,Z15,0.950
C00221,C00221,26.4899,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00222,C00222,26.5015,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00223,C00223,26.6166,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00224,C00224,26.6281,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00225,C00225,26.6396,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00226,C00226,26.6511,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00227,C00227,26.6626,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00228,C00228,26.6741,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00229,C00229,26.6856,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,1.000
C00230,C00230,26.7432,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z15,0.983
C00231,C00231,26.7547,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.417,0.417,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.417
C00232,C00232,26.7662,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.967
C00233,C00233,26.7777,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.050,0.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.950
C00234,C00234,26.7892,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z14,0.667
C00235,C00235,26.8008,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.117,0.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,0.883
C00236,C00236,26.8123,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00237,C00237,26.8238,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00238,C00238,26.8353,38.4036,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00239,C00239,26.8468,38.4036,60,1.000,10.5,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00240,C00240,26.8583,38.4036,60,1.000,10.5,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00241,C00241,26.8698,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00242,C00242,26.8813,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00243,C00243,26.8928,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00244,C00244,26.9044,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00245,C00245,26.9159,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00246,C00246,26.9274,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00247,C00247,26.9389,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00248,C00248,26.9504,38.4036,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00249,C00249,26.9619,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00250,C00250,26.9734,38.4036,60,1.000,6.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00251,C00251,26.9849,38.4036,60,1.000,3.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z05,1.000
C00252,C00252,27.0770,38.4036,60,1.000,3.0,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z04,1.000
C00253,C00253,27.0885,38.4036,60,1.000,3.0,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Z04,1.000
C00254,C00254,26.3058,38.4126,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00255,C00255,26.3173,38.4126,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00256,C00256,26.3288,38.4126,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00257,C00257,26.3403,38.4126,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00258,C00258,26.3518,38.4126,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00259,C00259,26.3633,38.4126,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00260,C00260,26.3748,38.4126,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00261,C00261,26.3863,38.4126,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00262,C00262,26.3978,38.4126,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00263,C00263,26.4094,38.4126,60,1.000,15.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00264,C00264,26.4209,38.4126,60,1.000,12.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
C00265,C00265,26.4324,38.4126,60,1.000,9.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,Z08,1.000
